,Time,Weighted_Price,Total_Size,Order_Number
0,7.812,173.0,1.0,1.0
1,8.184,173.0,1.0,1.0
2,9.393,171.0,5.0,1.0
3,14.632,168.0,2.0,1.0
4,15.531,168.0,2.0,1.0
5,16.244,163.2,5.0,2.0
6,16.802,164.0,2.0,1.0
7,17.143,164.0,4.0,1.0
8,18.321,163.0,1.0,1.0
9,20.15,162.0,2.0,1.0
10,28.737,159.0,2.0,1.0
11,31.186,160.0,1.0,1.0
12,31.527,161.375,16.0,5.0
13,31.899,173.0,2.0,1.0
14,33.418,172.5,4.0,2.0
15,33.759,171.0,2.0,1.0
16,38.688,171.0,3.0,1.0
17,39.556,165.6,5.0,4.0
18,40.982,168.0,5.0,1.0
19,43.09,168.0,2.0,1.0
20,44.051,162.2,5.0,3.0
21,44.547,168.0,1.0,1.0
22,45.787,165.0,1.0,1.0
23,46.438,160.0,2.0,1.0
24,47.058,160.0,3.0,1.0
25,48.608,160.0,3.0,1.0
26,48.639,166.0,2.0,1.0
27,48.732,160.0,2.0,1.0
28,53.258,172.2,5.0,2.0
29,55.986,169.5,4.0,2.0
30,57.04,169.0,3.0,1.0
31,59.086,169.0,1.0,1.0
32,60.357,169.0,2.0,1.0
33,62.248,168.6,5.0,3.0
34,63.953,168.0,1.0,1.0
35,65.1,165.0,1.0,1.0
36,65.41,164.0,2.0,1.0
37,66.061,163.0,2.0,1.0
38,68.355,162.66666666666666,3.0,2.0
39,69.099,161.66666666666666,3.0,2.0
40,70.277,164.14285714285714,7.0,3.0
41,70.742,166.0,1.0,1.0
42,77.066,164.33333333333334,3.0,3.0
43,80.228,169.0,4.0,1.0
44,80.352,168.0,3.0,1.0
45,81.592,168.0,4.0,1.0
46,85.126,165.0,1.0,1.0
47,85.312,163.0,4.0,2.0
48,85.839,162.0,3.0,2.0
49,88.536,162.0,1.0,1.0
50,89.497,162.0,1.0,1.0
51,89.807,163.5,2.0,2.0
52,90.21,167.66666666666666,3.0,2.0
53,91.016,162.0,1.0,1.0
54,91.946,164.0,3.0,1.0
55,93.961,163.0,3.0,1.0
56,95.387,165.0,1.0,1.0
