,Time,Weighted_Price,Total_Size,Order_Number
0,6.758,227.0,1.0,1.0
1,8.928,225.66666666666666,3.0,2.0
2,12.896,225.6,5.0,2.0
3,14.198,225.0,4.0,1.0
4,15.779,225.0,5.0,1.0
5,16.027,225.0,2.0,1.0
6,16.678,221.2,5.0,3.0
7,18.91,220.0,2.0,1.0
8,21.08,221.0,1.0,1.0
9,22.134,222.0,2.0,1.0
10,24.397,225.0,1.0,1.0
11,27.559,222.0,2.0,1.0
12,29.667,222.0,1.0,1.0
13,31.806,221.0,1.0,1.0
14,31.868,223.0,1.0,1.0
15,35.185,222.0,5.0,1.0
16,35.96,221.33333333333334,3.0,3.0
17,36.642,219.0,3.0,1.0
18,42.749,220.6,5.0,3.0
19,43.741,220.0,4.0,2.0
20,44.826,216.0,2.0,1.0
21,48.205,217.0,2.0,1.0
22,48.794,216.0,1.0,1.0
23,48.98,214.0,1.0,1.0
24,51.274,218.85714285714286,7.0,3.0
25,52.7,213.25,4.0,2.0
26,54.839,217.0,1.0,1.0
27,58.187,211.66666666666666,3.0,2.0
28,59.055,214.0,1.0,1.0
29,59.644,217.0,2.0,1.0
30,60.512,216.0,1.0,1.0
31,60.574,219.0,5.0,1.0
32,63.178,221.0,2.0,1.0
33,64.387,220.25,4.0,2.0
34,64.542,222.0,5.0,1.0
35,65.844,222.0,2.0,2.0
36,67.27,221.0,1.0,1.0
37,67.859,222.0,1.0,1.0
38,68.541,221.0,3.0,1.0
39,75.423,222.0,5.0,1.0
40,75.981,222.0,2.0,1.0
41,76.694,220.0,5.0,3.0
42,80.662,219.0,1.0,1.0
43,80.848,222.0,1.0,1.0
44,81.685,219.0,1.0,1.0
45,84.661,221.0,4.0,1.0
46,86.521,221.0,3.0,1.0
47,87.947,221.0,1.0,1.0
48,91.109,217.0,3.0,3.0
49,91.822,222.8,5.0,2.0
50,92.597,226.0,1.0,1.0
51,94.674,221.0,3.0,1.0
52,95.573,221.0,4.0,1.0
53,97.216,221.0,4.0,1.0
54,100.998,221.0,3.0,1.0
55,101.432,221.0,3.0,1.0
56,102.176,221.0,1.0,1.0
57,102.703,219.0,1.0,1.0
58,107.198,220.0,1.0,1.0
59,109.089,222.0,1.0,1.0
60,110.98,218.75,4.0,2.0
61,115.63,213.0,1.0,1.0
62,115.754,214.0,1.0,1.0
63,116.684,214.0,4.0,1.0
64,116.932,212.0,3.0,1.0
65,118.048,213.0,5.0,1.0
66,119.412,214.0,1.0,1.0
67,120.373,216.0,4.0,1.0
68,120.528,218.14285714285714,7.0,3.0
69,121.086,223.375,8.0,3.0
70,123.101,225.0,2.0,1.0
71,124.992,224.0,1.0,1.0
72,125.736,221.25,4.0,2.0
