,Time,Weighted_Price,Total_Size,Order_Number
0,6.51,176.8,5.0,2.0
1,10.168,177.25,4.0,2.0
2,16.399,179.0,3.0,1.0
3,17.298,178.0,2.0,1.0
4,17.36,180.0,2.0,1.0
5,18.011,181.0,1.0,1.0
6,18.383,181.0,3.0,1.0
7,21.576,188.0,1.0,1.0
8,23.219,186.0,4.0,1.0
9,24.428,187.0,2.0,1.0
10,24.645,187.0,1.0,1.0
11,24.738,187.0,1.0,1.0
12,25.017,188.0,3.0,1.0
13,25.606,185.0,1.0,1.0
14,25.637,185.0,2.0,1.0
15,25.73,186.5,2.0,2.0
16,26.753,187.0,2.0,1.0
17,30.659,188.0,3.0,1.0
18,38.378,187.0,3.0,2.0
19,44.299,185.0,3.0,1.0
20,45.632,183.0,5.0,3.0
21,49.104,183.0,1.0,1.0
22,49.352,183.0,3.0,1.0
23,52.824,185.5,4.0,2.0
24,56.172,182.2,5.0,3.0
25,58.063,181.0,2.0,2.0
26,59.21,186.33333333333334,6.0,3.0
27,59.396,185.0,4.0,1.0
28,59.985,180.0,1.0,1.0
29,60.233,186.0,2.0,1.0
30,62.372,180.0,1.0,1.0
31,62.682,177.0,1.0,1.0
32,62.713,180.33333333333334,3.0,2.0
33,63.302,180.0,3.0,2.0
34,64.108,183.5,2.0,2.0
35,67.115,182.5,2.0,2.0
36,69.223,182.0,1.0,1.0
37,69.316,182.0,1.0,1.0
38,69.874,182.0,5.0,1.0
39,71.517,189.8,5.0,2.0
40,71.796,187.75,4.0,2.0
41,74.431,187.0,2.0,2.0
42,76.539,181.0,1.0,1.0
43,80.383,175.0,1.0,1.0
44,81.84,176.0,2.0,1.0
45,82.336,181.0,1.0,1.0
46,82.398,182.0,1.0,1.0
47,82.708,185.0,4.0,1.0
48,82.739,185.0,1.0,1.0
49,83.173,178.0,1.0,1.0
50,85.498,178.0,1.0,1.0
51,90.83,175.66666666666666,3.0,2.0
52,91.946,176.4,5.0,2.0
53,94.023,179.0,2.0,1.0
54,95.356,179.0,3.0,1.0
55,95.697,181.0,7.0,2.0
56,98.456,190.33333333333334,3.0,3.0
57,99.696,190.0,1.0,1.0
58,101.649,191.0,1.0,1.0
59,101.959,191.0,3.0,1.0
60,104.501,189.0,1.0,1.0
61,104.811,189.0,3.0,1.0
62,106.175,191.0,1.0,1.0
63,108.066,192.0,3.0,1.0
64,112.53,189.0,3.0,2.0
65,116.436,188.6,5.0,2.0
66,117.707,187.5,2.0,2.0
67,119.443,187.0,1.0,1.0
68,119.567,187.0,2.0,1.0
69,121.241,187.0,1.0,1.0
70,122.326,184.6,5.0,3.0
71,122.822,184.0,4.0,2.0
72,123.039,184.0,3.0,1.0
73,123.07,184.0,3.0,1.0
74,124.062,187.0,1.0,1.0
75,125.271,187.0,3.0,1.0
76,126.976,187.0,2.0,1.0
77,127.193,185.0,1.0,1.0
78,128.247,188.0,2.0,1.0
79,129.611,187.0,1.0,1.0
80,130.169,187.0,3.0,1.0
81,130.913,187.0,1.0,1.0
82,130.944,187.0,2.0,1.0
83,134.757,192.0,3.0,1.0
84,137.547,192.0,1.0,1.0
85,138.167,189.5,2.0,2.0
86,140.43,188.0,5.0,1.0
87,144.894,185.4,5.0,4.0
88,148.366,186.2,5.0,2.0
89,150.412,188.0,2.0,1.0
90,150.815,188.0,3.0,2.0
91,151.559,183.8,5.0,2.0
92,153.698,183.0,3.0,1.0
93,155.465,184.0,4.0,1.0
94,155.496,184.0,2.0,1.0
95,158.379,185.0,2.0,1.0
96,159.092,183.0,5.0,1.0
97,159.402,183.75,4.0,2.0
98,162.223,183.0,3.0,1.0
99,166.191,187.2,5.0,3.0
100,167.648,186.0,2.0,1.0
101,167.989,185.0,1.0,1.0
102,168.051,186.0,2.0,1.0
103,168.144,184.0,2.0,1.0
104,168.237,184.0,1.0,1.0
105,168.857,184.0,1.0,1.0
106,170.996,185.0,2.0,1.0
107,172.081,185.0,2.0,1.0
108,172.546,182.0,5.0,2.0
109,172.763,181.0,1.0,1.0
110,172.949,180.6,5.0,2.0
111,175.553,180.0,2.0,1.0
112,179.211,181.33333333333334,3.0,3.0
113,182.621,174.5,4.0,2.0
114,183.582,175.0,1.0,1.0
115,188.821,172.0,3.0,1.0
116,192.138,176.0,2.0,1.0
117,193.099,177.0,2.0,1.0
118,193.223,177.0,1.0,1.0
119,193.936,177.0,1.0,1.0
120,194.835,180.6,5.0,2.0
121,195.734,180.0,2.0,1.0
122,196.757,181.0,1.0,1.0
123,197.284,181.0,1.0,1.0
124,197.315,180.0,2.0,1.0
125,198.896,181.0,1.0,1.0
126,199.764,178.0,1.0,1.0
127,199.888,182.0,2.0,1.0
128,204.755,176.0,1.0,1.0
129,208.196,176.0,1.0,1.0
130,210.707,181.0,1.0,1.0
131,212.195,182.0,5.0,1.0
132,213.59,178.33333333333334,3.0,2.0
133,213.776,180.0,1.0,1.0
134,214.83,190.0,4.0,1.0
