,Time,Weighted_Price,Total_Size,Order_Number
0,8.339,188.0,1.0,1.0
1,8.866,188.0,4.0,1.0
2,11.439,188.0,1.0,1.0
3,11.997,185.66666666666666,3.0,2.0
4,14.725,184.8,5.0,2.0
5,15.903,184.0,3.0,1.0
6,16.43,184.0,3.0,1.0
7,16.771,182.0,2.0,1.0
8,17.422,182.0,1.0,1.0
9,17.732,182.0,1.0,1.0
10,19.406,183.0,1.0,1.0
11,19.747,180.0,3.0,1.0
12,20.708,178.0,4.0,2.0
13,29.326,187.0,3.0,1.0
14,32.829,187.0,4.0,1.0
15,33.015,188.0,2.0,1.0
16,35.154,183.5,4.0,2.0
17,37.262,183.0,2.0,1.0
18,37.541,182.0,3.0,1.0
19,38.285,182.0,3.0,1.0
20,40.269,181.5,2.0,2.0
21,40.3,180.0,3.0,1.0
22,41.23,177.0,1.0,1.0
23,41.354,183.0,1.0,1.0
24,43.338,181.0,2.0,1.0
25,43.989,179.0,1.0,1.0
26,44.299,176.0,2.0,1.0
27,45.415,177.0,1.0,1.0
28,48.453,177.0,1.0,1.0
29,49.941,184.0,1.0,1.0
30,50.406,183.0,4.0,1.0
31,52.576,184.0,2.0,1.0
32,52.886,183.0,1.0,1.0
33,53.227,182.5,2.0,2.0
34,53.785,186.0,1.0,1.0
35,57.319,180.2,5.0,2.0
36,59.582,180.0,2.0,1.0
37,59.892,179.0,1.0,1.0
38,62.403,180.0,1.0,1.0
39,63.457,181.0,1.0,1.0
40,64.914,185.5,2.0,2.0
41,65.596,183.0,2.0,1.0
42,67.053,179.25,4.0,2.0
43,71.641,174.0,1.0,1.0
44,72.633,176.0,1.0,1.0
45,76.601,174.0,2.0,1.0
46,78.058,175.0,2.0,1.0
47,78.771,174.0,3.0,1.0
48,78.802,176.0,2.0,1.0
49,80.042,176.0,1.0,1.0
50,80.724,178.0,1.0,1.0
51,80.972,178.0,2.0,1.0
52,81.685,180.0,1.0,1.0
53,82.925,180.0,1.0,1.0
54,83.731,181.0,4.0,1.0
55,84.723,181.0,4.0,1.0
56,86.924,185.0,1.0,1.0
57,92.628,185.0,4.0,1.0
58,93.0,185.0,2.0,1.0
59,93.713,187.0,4.0,1.0
60,97.061,186.0,3.0,1.0
61,99.541,184.75,4.0,3.0
62,100.44,184.0,4.0,2.0
63,101.122,181.0,5.0,3.0
64,102.579,179.0,4.0,1.0
65,102.703,179.0,2.0,1.0
66,102.796,179.0,1.0,1.0
67,102.858,179.0,2.0,1.0
68,103.602,178.0,4.0,3.0
69,109.12,184.5,2.0,2.0
70,109.523,182.5,2.0,2.0
71,109.802,180.0,3.0,1.0
72,109.957,184.0,3.0,1.0
73,111.972,184.0,4.0,1.0
74,116.343,184.0,3.0,2.0
75,116.839,184.0,4.0,1.0
76,117.924,187.0,2.0,1.0
77,120.621,179.0,3.0,1.0
78,120.931,179.0,4.0,2.0
79,124.155,181.0,1.0,1.0
80,124.589,179.0,2.0,1.0
81,124.682,179.0,4.0,1.0
82,124.899,179.0,1.0,1.0
83,125.984,180.0,2.0,1.0
84,126.325,179.0,5.0,1.0
85,126.418,179.0,2.0,1.0
86,126.449,179.0,1.0,1.0
87,127.875,180.0,3.0,1.0
88,129.859,180.0,2.0,1.0
89,132.308,187.0,2.0,1.0
90,133.579,187.0,1.0,1.0
91,133.92,185.0,3.0,2.0
92,137.826,184.66666666666666,3.0,2.0
93,149.823,184.0,1.0,1.0
94,149.885,184.0,2.0,1.0
95,150.195,186.0,2.0,1.0
96,151.249,183.0,2.0,1.0
97,151.311,183.0,2.0,1.0
98,151.993,182.33333333333334,3.0,2.0
99,152.117,182.0,5.0,1.0
100,152.365,181.25,4.0,2.0
101,154.411,181.0,1.0,1.0
102,154.442,183.33333333333334,3.0,2.0
103,154.969,180.0,4.0,1.0
104,159.216,182.0,2.0,1.0
105,159.898,182.0,1.0,1.0
106,160.022,183.0,3.0,1.0
107,160.053,182.0,1.0,1.0
108,163.122,184.4,5.0,2.0
109,167.214,184.0,1.0,1.0
110,168.95,184.0,4.0,1.0
111,172.267,183.0,2.0,1.0
112,173.166,184.2,5.0,2.0
113,177.134,183.0,2.0,1.0
114,178.932,183.5,2.0,2.0
115,179.49,182.66666666666666,3.0,2.0
116,181.629,182.0,1.0,1.0
117,184.512,186.0,3.0,1.0
118,185.225,186.0,5.0,1.0
119,185.597,185.0,2.0,2.0
120,188.914,186.0,3.0,1.0
121,189.41,184.0,2.0,1.0
122,189.658,183.0,3.0,2.0
123,190.929,182.0,2.0,1.0
124,191.549,181.0,2.0,2.0
125,191.642,181.0,1.0,1.0
126,195.052,178.0,4.0,1.0
127,196.757,178.0,4.0,1.0
128,197.377,178.0,2.0,1.0
129,198.648,178.0,4.0,1.0
130,199.175,175.0,4.0,1.0
131,200.012,175.0,1.0,1.0
132,200.322,175.0,4.0,2.0
133,200.911,176.0,1.0,1.0
134,201.686,171.6,5.0,2.0
135,202.399,181.0,1.0,1.0
136,207.359,182.0,2.0,1.0
137,211.575,183.0,1.0,1.0
138,212.474,182.0,5.0,1.0
139,212.505,182.0,1.0,1.0
140,215.078,181.66666666666666,3.0,2.0
141,215.605,186.0,4.0,1.0
142,215.76,186.0,4.0,1.0
143,216.287,185.0,1.0,1.0
144,216.38,180.66666666666666,3.0,2.0
145,218.209,181.0,1.0,1.0
146,218.302,181.0,3.0,1.0
147,220.317,180.0,2.0,1.0
148,221.216,179.2,5.0,3.0
149,226.703,178.0,1.0,1.0
150,231.756,185.0,2.0,1.0
151,233.523,183.5,4.0,2.0
152,233.802,181.66666666666666,3.0,2.0
153,236.84,180.25,4.0,2.0
154,239.041,186.0,1.0,1.0
155,240.653,184.66666666666666,3.0,2.0
156,241.645,182.0,2.0,1.0
157,242.017,182.0,5.0,1.0
158,242.203,182.0,1.0,1.0
159,242.358,182.0,5.0,1.0
160,242.668,182.0,2.0,1.0
161,242.978,183.0,1.0,1.0
162,246.481,182.0,3.0,2.0
163,247.287,181.25,4.0,2.0
164,251.162,185.0,5.0,1.0
165,251.844,184.66666666666666,3.0,2.0
166,253.921,184.0,1.0,1.0
167,254.665,184.0,2.0,1.0
168,255.781,183.6,5.0,2.0
169,256.246,183.0,2.0,1.0
170,258.199,182.0,2.0,1.0
171,258.23,182.0,3.0,1.0
