,Time,Weighted_Price,Total_Size,Order_Number
0,7.347,220.0,3.0,1.0
1,8.866,220.0,2.0,1.0
2,11.532,222.0,2.0,1.0
3,11.718,222.0,1.0,1.0
4,13.299,222.0,2.0,1.0
5,14.694,223.0,1.0,1.0
6,17.422,227.0,3.0,1.0
7,17.639,228.0,3.0,1.0
8,18.879,223.0,1.0,1.0
9,21.297,223.0,2.0,1.0
10,21.886,224.33333333333334,3.0,2.0
11,23.064,223.0,3.0,1.0
12,24.304,228.57142857142858,7.0,4.0
13,29.047,229.0,3.0,2.0
14,30.814,229.0,1.0,1.0
15,31.403,229.0,4.0,1.0
16,33.232,228.25,4.0,2.0
17,34.131,234.0,1.0,1.0
18,35.65,234.0,3.0,1.0
19,36.735,236.0,1.0,1.0
20,37.603,235.0,1.0,1.0
21,38.44,235.0,4.0,1.0
22,38.874,235.0,5.0,1.0
23,39.587,235.0,3.0,1.0
24,39.804,229.0,4.0,2.0
25,40.641,234.0,2.0,1.0
26,41.85,233.0,3.0,1.0
27,42.16,234.0,3.0,1.0
28,43.679,235.0,3.0,1.0
29,45.57,235.0,2.0,1.0
30,45.88,234.5,4.0,3.0
31,46.593,233.0,5.0,1.0
32,49.631,233.0,2.0,1.0
33,50.809,231.8,5.0,3.0
34,54.033,233.0,2.0,1.0
35,54.901,234.0,2.0,1.0
36,57.536,233.6,5.0,2.0
37,59.768,233.5,2.0,2.0
38,60.233,229.5,4.0,2.0
39,62.465,231.0,3.0,1.0
40,63.333,228.6,5.0,3.0
41,66.836,231.0,1.0,1.0
42,68.913,233.0,2.0,1.0
43,71.145,229.0,1.0,1.0
44,73.873,232.0,1.0,1.0
45,77.872,234.0,2.0,1.0
46,78.43,239.0,2.0,1.0
47,80.414,234.0,1.0,1.0
48,81.592,232.0,3.0,1.0
49,82.274,231.0,1.0,1.0
50,84.475,231.0,2.0,1.0
51,84.661,231.0,1.0,1.0
52,85.374,229.0,1.0,1.0
53,87.513,227.0,5.0,1.0
54,88.629,227.0,1.0,1.0
55,90.086,229.0,4.0,1.0
56,91.202,228.5,4.0,3.0
57,92.504,224.0,2.0,1.0
58,93.124,232.0,4.0,1.0
59,96.534,228.0,1.0,1.0
60,97.433,232.0,1.0,1.0
61,97.898,233.0,1.0,1.0
62,101.122,234.0,4.0,1.0
63,101.184,237.0,3.0,3.0
64,102.3,239.0,2.0,1.0
65,103.726,239.0,4.0,1.0
66,105.493,239.0,2.0,1.0
67,107.229,237.0,2.0,1.0
68,107.601,236.0,2.0,1.0
69,107.849,236.0,2.0,1.0
70,108.035,236.0,3.0,1.0
71,108.159,236.0,5.0,1.0
72,109.492,231.0,2.0,1.0
73,109.647,231.0,5.0,1.0
74,110.174,229.0,5.0,3.0
75,110.794,222.6,5.0,3.0
76,115.196,237.0,4.0,1.0
77,120.342,238.0,1.0,1.0
78,125.209,238.0,2.0,1.0
79,127.999,237.75,4.0,2.0
80,130.262,236.0,2.0,1.0
81,130.758,234.0,3.0,1.0
82,130.789,232.5,4.0,3.0
83,132.711,232.0,1.0,1.0
84,134.199,232.0,2.0,1.0
85,138.632,233.0,1.0,1.0
86,138.88,234.0,5.0,1.0
87,141.205,235.0,2.0,1.0
88,142.724,237.66666666666666,3.0,2.0
89,144.739,237.0,1.0,1.0
90,148.335,239.0,3.0,1.0
91,148.707,239.0,1.0,1.0
92,148.8,239.0,1.0,1.0
93,149.668,237.0,1.0,1.0
94,152.799,237.0,1.0,1.0
95,154.721,237.0,4.0,1.0
96,155.031,236.8,5.0,2.0
97,157.759,234.6,5.0,3.0
98,163.463,233.0,3.0,1.0
99,165.695,230.75,4.0,4.0
100,166.873,233.25,4.0,2.0
101,167.679,230.2,5.0,2.0
102,169.632,231.0,1.0,1.0
103,170.159,229.0,4.0,1.0
104,175.956,228.0,1.0,1.0
105,177.134,229.0,2.0,1.0
106,178.808,232.0,1.0,1.0
107,180.234,233.0,3.0,1.0
108,180.792,233.0,3.0,1.0
109,181.226,234.0,4.0,1.0
110,182.838,232.0,2.0,1.0
111,189.596,237.0,6.0,2.0
112,194.339,233.33333333333334,3.0,2.0
113,195.424,234.0,1.0,1.0
114,196.664,237.0,3.0,2.0
115,199.423,235.0,2.0,1.0
116,200.043,234.0,1.0,1.0
117,200.105,231.25,4.0,2.0
118,200.787,231.0,2.0,1.0
119,201.035,231.0,4.0,1.0
120,203.298,231.0,1.0,1.0
121,206.305,239.0,2.0,1.0
122,207.39,238.0,1.0,1.0
123,208.847,233.0,3.0,1.0
124,210.211,233.0,2.0,1.0
125,210.459,233.0,1.0,1.0
126,210.924,233.0,1.0,1.0
127,211.482,232.0,2.0,1.0
128,211.668,232.0,1.0,1.0
129,211.916,231.0,1.0,1.0
130,212.753,232.0,3.0,1.0
131,214.21,229.8,5.0,2.0
132,216.132,229.0,1.0,1.0
133,217.155,234.0,4.0,1.0
134,217.93,236.0,1.0,1.0
135,219.604,234.0,2.0,1.0
136,221.185,235.0,5.0,1.0
137,223.169,236.0,3.0,1.0
138,230.857,239.0,2.0,1.0
139,231.539,234.0,3.0,1.0
140,231.601,234.0,3.0,1.0
141,234.732,232.2,5.0,2.0
142,236.406,234.0,2.0,1.0
143,236.592,234.0,5.0,1.0
144,239.227,236.66666666666666,3.0,2.0
145,240.715,233.0,1.0,1.0
146,241.614,234.0,5.0,1.0
147,245.737,239.0,1.0,1.0
148,246.574,238.0,1.0,1.0
149,249.736,232.0,4.0,1.0
150,253.394,236.0,2.0,1.0
151,254.169,233.0,3.0,2.0
152,255.13,230.5,4.0,2.0
153,257.083,234.0,3.0,1.0
154,258.54,231.0,2.0,1.0
155,259.315,231.0,3.0,1.0
156,259.656,231.0,1.0,1.0
157,260.772,230.0,1.0,1.0
158,261.051,229.0,2.0,1.0
159,261.795,228.0,1.0,1.0
160,262.074,225.0,4.0,2.0
161,264.926,227.0,2.0,1.0
162,265.453,225.0,1.0,1.0
163,265.515,226.0,1.0,1.0
164,267.003,227.0,2.0,1.0
165,267.933,232.83333333333334,6.0,2.0
166,271.808,230.0,3.0,1.0
167,273.358,233.0,3.0,1.0
168,274.908,233.0,1.0,1.0
169,275.993,234.75,4.0,2.0
170,276.582,227.8,5.0,2.0
171,276.644,227.0,3.0,1.0
172,277.481,237.0,1.0,1.0
173,278.876,240.0,2.0,1.0
174,281.511,240.0,3.0,1.0
175,282.193,240.0,1.0,1.0
176,283.619,240.0,1.0,1.0
177,287.463,240.0,1.0,1.0
178,288.207,235.8,5.0,3.0
179,290.501,233.5,4.0,3.0
180,292.082,233.0,1.0,1.0
181,292.857,233.0,3.0,1.0
182,297.414,239.0,3.0,1.0
183,298.592,238.0,3.0,1.0
184,299.057,238.0,2.0,1.0
185,301.785,238.5,2.0,2.0
186,302.715,237.0,2.0,1.0
187,303.769,237.0,3.0,1.0
188,305.784,238.0,3.0,1.0
189,306.063,236.5,4.0,3.0
190,306.249,235.0,5.0,1.0
191,306.807,235.0,3.0,1.0
192,307.706,238.0,2.0,1.0
193,312.852,235.0,2.0,1.0
194,314.433,232.0,2.0,1.0
195,317.44,234.0,5.0,1.0
196,318.277,236.0,2.0,1.0
197,319.021,233.0,4.0,1.0
198,322.617,233.0,2.0,1.0
199,322.927,234.0,4.0,1.0
200,323.888,233.0,2.0,1.0
201,325.841,232.0,3.0,1.0
202,326.616,233.0,1.0,1.0
203,328.104,232.0,5.0,1.0
204,328.321,232.0,4.0,1.0
205,328.538,227.0,2.0,2.0
206,329.871,232.0,1.0,1.0
