,Time,Weighted_Price,Total_Size,Order_Number
0,2.201,153.0,3.0,1.0
1,6.014,153.0,1.0,1.0
2,10.85,146.0,2.0,1.0
3,10.881,146.0,1.0,1.0
4,11.408,144.0,2.0,1.0
5,11.904,144.0,3.0,1.0
6,14.136,138.0,2.0,1.0
7,14.601,137.0,5.0,1.0
8,15.438,145.0,4.0,1.0
9,16.647,148.0,3.0,1.0
10,23.467,148.0,4.0,1.0
11,25.761,146.8,5.0,3.0
12,27.063,144.0,4.0,2.0
13,27.435,143.0,1.0,1.0
14,27.776,139.0,1.0,1.0
15,27.962,138.0,4.0,1.0
16,30.101,135.0,1.0,1.0
17,32.674,137.94117647058823,17.0,5.0
18,33.015,141.0,2.0,1.0
19,33.139,141.0,1.0,1.0
20,34.162,141.0,1.0,1.0
21,37.386,143.0,2.0,1.0
22,37.541,143.0,1.0,1.0
23,38.75,144.0,1.0,1.0
24,40.486,151.0,1.0,1.0
25,42.067,151.0,3.0,2.0
26,47.244,151.0,4.0,1.0
27,49.383,151.0,5.0,1.0
28,51.925,151.0,1.0,1.0
29,54.436,153.0,4.0,1.0
30,54.498,153.0,1.0,1.0
31,56.048,151.0,4.0,1.0
32,56.265,151.0,4.0,1.0
33,56.637,151.0,1.0,1.0
34,57.536,149.5,4.0,2.0
35,60.078,150.0,3.0,1.0
36,60.543,150.0,4.0,1.0
37,60.667,150.0,2.0,1.0
38,63.178,148.0,3.0,1.0
39,65.875,148.0,1.0,1.0
40,68.51,151.0,4.0,1.0
41,69.347,148.0,4.0,1.0
42,70.432,148.25,4.0,2.0
43,72.292,151.0,1.0,1.0
44,75.361,153.0,1.0,1.0
45,76.57,153.0,2.0,1.0
46,79.081,153.0,4.0,1.0
47,79.639,151.0,1.0,1.0
48,79.763,151.0,2.0,1.0
49,80.104,151.0,1.0,1.0
50,80.569,151.0,2.0,1.0
51,83.204,147.0,1.0,1.0
52,84.227,147.0,2.0,1.0
53,85.126,146.0,2.0,1.0
54,87.575,148.0,3.0,1.0
55,87.606,148.0,2.0,1.0
56,87.916,148.0,3.0,1.0
57,89.094,146.0,2.0,1.0
58,89.404,146.0,1.0,1.0
59,90.148,145.0,1.0,1.0
60,92.38,149.0,3.0,2.0
61,96.441,153.0,2.0,1.0
62,100.874,151.5,4.0,2.0
63,100.998,151.0,3.0,1.0
64,102.734,150.33333333333334,3.0,2.0
65,103.602,150.0,4.0,1.0
66,103.757,150.0,2.0,1.0
67,105.4,150.0,3.0,1.0
68,109.585,151.0,4.0,1.0
69,110.763,150.66666666666666,3.0,2.0
70,114.7,150.0,1.0,1.0
71,114.917,150.0,3.0,1.0
72,115.537,150.0,1.0,1.0
73,115.94,150.0,1.0,1.0
74,116.157,152.0,2.0,1.0
75,118.513,151.0,1.0,1.0
76,119.164,149.0,2.0,1.0
77,120.497,149.0,1.0,1.0
78,120.745,148.0,1.0,1.0
79,127.007,153.0,1.0,1.0
80,127.1,153.0,5.0,1.0
81,129.146,153.0,2.0,1.0
82,129.425,151.0,2.0,1.0
83,130.045,151.0,2.0,1.0
84,130.665,151.0,3.0,1.0
85,131.657,151.0,4.0,1.0
86,134.974,151.0,1.0,1.0
87,135.098,151.0,1.0,1.0
88,137.857,150.4,5.0,2.0
89,138.043,150.0,2.0,1.0
90,139.81,148.0,1.0,1.0
91,140.647,148.0,1.0,1.0
92,141.019,151.0,2.0,1.0
93,141.949,148.0,3.0,1.0
94,143.282,147.0,2.0,1.0
95,144.088,147.0,2.0,1.0
96,144.615,147.0,3.0,1.0
97,150.908,151.5,4.0,2.0
98,152.644,151.0,3.0,1.0
99,158.41,151.0,1.0,1.0
100,158.627,151.0,3.0,1.0
101,159.743,151.0,4.0,1.0
102,160.301,149.5,4.0,3.0
103,160.952,147.0,3.0,1.0
104,161.076,147.0,2.0,1.0
105,164.052,147.66666666666666,3.0,2.0
106,164.424,148.0,3.0,1.0
107,164.61,145.33333333333334,3.0,2.0
108,165.385,144.0,5.0,1.0
109,165.819,144.0,4.0,1.0
110,166.749,146.0,3.0,1.0
111,167.121,145.0,1.0,1.0
112,167.214,145.0,3.0,1.0
113,168.516,146.0,1.0,1.0
114,168.764,144.0,3.0,1.0
115,170.345,153.0,5.0,1.0
116,170.779,153.0,2.0,1.0
117,171.709,153.0,4.0,1.0
118,172.081,151.0,2.0,1.0
119,173.011,151.0,1.0,1.0
120,175.274,151.0,1.0,1.0
121,177.196,144.0,2.0,1.0
122,183.241,148.0,2.0,1.0
123,184.76,147.25,4.0,2.0
124,187.147,148.0,4.0,1.0
125,188.139,149.0,3.0,1.0
126,188.201,147.8,5.0,2.0
127,188.542,146.0,5.0,2.0
128,191.704,146.0,1.0,1.0
129,194.029,149.2,5.0,3.0
130,195.176,151.0,1.0,1.0
131,195.3,151.0,1.0,1.0
132,195.672,151.0,4.0,1.0
133,197.78,146.33333333333334,3.0,2.0
134,200.849,144.0,1.0,1.0
135,201.159,147.0,2.0,1.0
136,202.151,147.0,1.0,1.0
137,202.244,147.0,1.0,1.0
138,202.461,146.0,2.0,1.0
139,203.98,142.5,4.0,3.0
140,207.421,151.0,4.0,1.0
141,207.483,151.0,1.0,1.0
142,207.607,151.0,4.0,1.0
143,208.382,151.0,2.0,1.0
144,210.056,151.0,1.0,1.0
145,214.179,153.0,3.0,1.0
146,217.403,147.0,1.0,1.0
147,218.984,151.0,4.0,2.0
148,219.015,142.5,4.0,2.0
149,221.216,149.0,2.0,1.0
150,221.309,149.0,1.0,1.0
151,221.929,149.0,2.0,2.0
152,221.96,148.0,1.0,1.0
153,223.293,142.0,4.0,1.0
154,224.936,141.0,2.0,1.0
155,225.897,142.33333333333334,9.0,3.0
156,226.145,138.0,3.0,1.0
157,226.796,143.0,1.0,1.0
158,228.47,138.0,2.0,1.0
159,229.617,137.66666666666666,6.0,2.0
160,230.857,143.0,5.0,1.0
161,230.888,145.0,3.0,1.0
162,237.119,147.0,3.0,2.0
163,239.94,147.0,4.0,1.0
164,241.366,146.5,4.0,2.0
165,246.078,151.0,2.0,1.0
166,249.736,151.0,4.0,1.0
167,252.774,151.0,2.0,1.0
168,254.913,151.0,4.0,2.0
169,255.223,151.0,2.0,2.0
