,Time,Weighted_Price,Total_Size,Order_Number
0,11.315,363.0,5.0,1.0
1,11.594,363.0,4.0,1.0
2,16.709,360.5,2.0,2.0
3,18.104,358.0,4.0,1.0
4,18.29,358.0,1.0,1.0
5,18.817,356.0,4.0,2.0
6,19.809,356.0,3.0,1.0
7,20.305,356.0,2.0,1.0
8,21.297,356.0,5.0,1.0
9,21.452,356.0,4.0,1.0
10,21.917,356.0,5.0,2.0
11,23.436,355.3333333333333,3.0,2.0
12,26.288,346.0,1.0,1.0
13,28.582,348.6666666666667,3.0,2.0
14,29.946,358.0,3.0,1.0
15,31.589,361.6,5.0,2.0
16,32.736,361.0,4.0,1.0
17,34.286,361.0,4.0,1.0
18,38.998,357.0,2.0,1.0
19,41.602,354.0,2.0,1.0
20,46.035,356.0,3.0,2.0
21,47.461,354.0,2.0,1.0
22,51.305,352.0,1.0,1.0
23,51.956,352.0,1.0,1.0
24,52.328,347.3333333333333,3.0,2.0
25,52.39,352.0,1.0,1.0
26,54.498,361.0,2.0,1.0
27,58.807,361.0,1.0,1.0
28,60.357,356.0,1.0,1.0
29,63.674,351.5,14.0,4.0
30,65.813,362.0,3.0,1.0
31,67.704,358.0,2.0,1.0
32,69.688,358.0,1.0,1.0
33,73.904,359.0,1.0,1.0
34,76.725,364.0,4.0,1.0
35,77.841,364.0,2.0,1.0
36,78.802,362.0,5.0,1.0
37,80.29,362.0,2.0,1.0
38,81.313,358.0,2.0,1.0
39,82.119,358.0,3.0,1.0
40,82.615,358.0,2.0,2.0
41,83.142,358.0,1.0,1.0
42,91.047,362.0,5.0,1.0
43,93.713,358.4,5.0,4.0
44,96.224,357.0,2.0,1.0
45,96.813,357.0,1.0,1.0
46,97.03,356.0,2.0,1.0
47,97.185,357.0,1.0,1.0
48,98.983,356.0,2.0,2.0
49,105.679,356.0,2.0,1.0
50,105.834,352.8,5.0,3.0
51,109.089,356.5,2.0,2.0
52,110.701,353.0,1.0,1.0
53,111.941,353.0,1.0,1.0
54,114.483,357.0,3.0,1.0
55,117.335,359.0,1.0,1.0
56,119.443,361.0,4.0,1.0
57,120.404,354.3333333333333,3.0,2.0
58,120.559,356.0,4.0,1.0
59,122.543,358.0,2.0,1.0
60,124.0,356.0,2.0,1.0
61,124.155,354.0,1.0,1.0
62,124.744,347.0,3.0,1.0
63,129.27,348.0,5.0,1.0
64,130.603,349.1666666666667,6.0,2.0
65,131.316,352.0,1.0,1.0
66,132.835,356.6666666666667,3.0,2.0
67,137.392,351.0,1.0,1.0
68,137.578,352.0,6.0,2.0
69,138.105,363.0,3.0,1.0
70,146.661,363.0,1.0,1.0
71,151.342,361.0,4.0,1.0
72,151.497,361.0,2.0,1.0
73,153.543,361.0,3.0,1.0
74,154.38,361.0,1.0,1.0
75,156.364,357.0,3.0,1.0
76,156.736,357.0,4.0,2.0
77,157.201,357.0,3.0,1.0
78,159.433,356.5,4.0,2.0
79,160.27,355.4,5.0,2.0
80,160.766,357.5,2.0,2.0
81,163.556,355.0,4.0,1.0
82,167.896,355.0,2.0,1.0
83,167.958,354.0,1.0,1.0
84,173.228,349.0,2.0,2.0
85,175.088,354.6,5.0,3.0
86,178.188,351.0,2.0,1.0
87,178.591,350.6,5.0,2.0
88,182.807,354.44444444444446,9.0,3.0
89,183.21,348.0,5.0,1.0
90,184.264,359.0,1.0,1.0
91,185.318,358.8,5.0,2.0
92,185.442,361.375,8.0,2.0
93,186.465,359.0,1.0,1.0
94,189.906,358.0,2.0,1.0
95,194.866,356.0,5.0,2.0
96,197.346,356.0,2.0,1.0
97,201.5,353.6666666666667,3.0,2.0
98,201.593,357.4,5.0,3.0
99,204.662,357.0,4.0,1.0
100,205.313,357.0,1.0,1.0
101,206.46,357.0,1.0,1.0
102,212.071,357.3333333333333,3.0,2.0
103,214.892,356.3333333333333,3.0,2.0
104,215.946,356.0,3.0,1.0
105,219.294,347.6,5.0,2.0
106,219.635,350.0,1.0,1.0
107,221.402,349.5,2.0,2.0
108,222.704,352.0,2.0,1.0
109,224.347,354.0,3.0,1.0
110,224.502,350.0,1.0,1.0
111,227.168,359.0,1.0,1.0
112,227.943,358.0,4.0,1.0
113,228.811,359.0,4.0,1.0
114,229.462,358.0,3.0,1.0
115,231.322,361.0,4.0,1.0
116,233.554,361.0,4.0,1.0
117,233.957,362.0,1.0,1.0
118,234.732,362.0,1.0,1.0
119,238.514,361.0,3.0,1.0
120,239.475,359.0,2.0,2.0
121,244.59,361.0,1.0,1.0
122,250.17,363.0,2.0,1.0
123,252.743,363.0,1.0,1.0
124,255.068,361.2,5.0,2.0
125,259.16,358.0,1.0,1.0
126,260.524,358.0,4.0,1.0
127,261.547,357.0,2.0,1.0
128,263.81,356.0,2.0,1.0
129,264.802,354.0,1.0,1.0
130,265.143,355.0,1.0,1.0
131,270.258,362.0,2.0,1.0
132,270.816,361.0,3.0,1.0
133,272.49,360.0,3.0,2.0
134,274.412,358.0,1.0,1.0
135,276.117,357.0,3.0,1.0
136,276.551,356.0,1.0,1.0
137,277.419,356.0,3.0,1.0
138,278.039,352.0,3.0,1.0
139,278.411,350.6666666666667,3.0,2.0
140,280.24,349.0,5.0,1.0
141,281.48,354.0,3.0,1.0
142,283.185,354.0,2.0,1.0
143,286.626,362.0,2.0,1.0
144,288.114,356.0,5.0,2.0
145,291.4,357.0,2.0,1.0
146,294.655,354.0,4.0,2.0
147,295.058,353.0,2.0,1.0
148,297.197,351.0,2.0,2.0
149,299.801,350.6,10.0,3.0
150,307.427,351.0,4.0,1.0
151,311.116,361.0,5.0,1.0
152,315.239,363.0,2.0,1.0
153,316.882,359.5,4.0,2.0
154,316.944,357.0,4.0,1.0
155,317.967,351.3333333333333,3.0,2.0
156,319.548,348.0,3.0,1.0
157,320.54,348.0,1.0,1.0
158,321.811,350.0,1.0,1.0
159,325.004,348.1,10.0,4.0
160,325.345,360.0,3.0,1.0
161,326.244,360.0,2.0,1.0
162,332.506,361.0,2.0,1.0
163,334.025,361.0,4.0,1.0
164,334.8,360.75,4.0,2.0
165,335.11,360.0,1.0,1.0
166,339.636,355.0,3.0,1.0
167,340.938,356.5,4.0,2.0
168,341.465,354.75,4.0,2.0
169,345.03,358.3333333333333,3.0,2.0
170,346.611,354.3333333333333,3.0,3.0
171,347.262,353.0,5.0,1.0
172,351.757,353.0,1.0,1.0
173,356.252,349.0,4.0,1.0
174,358.453,349.6666666666667,3.0,2.0
175,361.925,358.0,2.0,1.0
176,362.235,359.0,2.0,1.0
177,363.444,358.0,1.0,1.0
178,367.846,362.0,2.0,1.0
179,369.241,362.5,4.0,2.0
180,371.039,360.0,2.0,2.0
181,372.527,360.0,1.0,1.0
182,375.224,358.0,2.0,1.0
183,375.596,356.0,2.0,1.0
184,376.557,356.0,3.0,1.0
185,378.603,356.6,5.0,2.0
186,382.912,354.4,5.0,2.0
187,383.191,357.0,3.0,1.0
188,391.158,363.0,3.0,1.0
189,391.716,362.0,1.0,1.0
190,394.196,358.6,5.0,2.0
191,396.211,358.0,2.0,1.0
192,397.265,357.0,4.0,1.0
193,397.575,356.0,5.0,1.0
194,398.35,356.0,1.0,1.0
195,400.985,353.0,2.0,1.0
196,401.419,353.0,2.0,1.0
197,403.0,355.0,3.0,1.0
198,403.217,353.0,2.0,1.0
199,404.519,355.0,1.0,1.0
200,405.418,353.0,2.0,1.0
201,409.417,359.0,1.0,1.0
202,409.913,359.0,5.0,1.0
203,414.439,361.0,3.0,1.0
204,417.074,359.0,3.0,2.0
205,417.477,356.5,4.0,2.0
206,420.453,363.0,1.0,1.0
207,422.003,357.2,5.0,2.0
208,423.026,354.6666666666667,3.0,2.0
209,426.157,356.0,2.0,1.0
