,Time,Weighted_Price,Total_Size,Order_Number
0,6.479,150.8,5.0,2.0
1,14.136,150.0,1.0,1.0
2,15.004,149.0,3.0,1.0
3,15.934,149.0,2.0,1.0
4,16.399,149.0,3.0,2.0
5,18.972,149.0,2.0,1.0
6,20.46,148.0,1.0,1.0
7,22.01,143.0,1.0,1.0
8,22.072,143.0,1.0,1.0
9,22.351,142.0,5.0,1.0
10,22.506,142.0,2.0,1.0
11,22.785,139.0,4.0,2.0
12,26.846,148.0,2.0,1.0
13,28.737,144.0,1.0,1.0
14,30.473,144.0,1.0,1.0
15,33.666,143.0,1.0,1.0
16,35.154,144.0,2.0,2.0
17,37.417,150.0,4.0,1.0
18,40.269,148.0,1.0,1.0
19,41.974,143.6,5.0,2.0
20,42.098,142.5,4.0,2.0
21,43.834,142.0,4.0,1.0
22,46.903,146.0,2.0,1.0
23,47.802,144.0,3.0,1.0
24,49.941,146.0,1.0,1.0
25,50.561,148.0,1.0,1.0
26,51.801,148.0,2.0,1.0
27,55.49,144.0,1.0,1.0
28,56.234,145.0,1.0,1.0
29,56.358,144.0,2.0,1.0
30,57.505,144.0,2.0,1.0
31,59.706,144.0,3.0,1.0
32,61.721,145.0,3.0,1.0
33,62.868,143.75,4.0,2.0
34,64.883,146.0,4.0,2.0
35,66.743,146.0,4.0,1.0
36,70.835,144.0,4.0,1.0
37,74.772,147.0,4.0,1.0
38,75.299,144.0,5.0,1.0
39,77.438,144.0,1.0,1.0
40,77.469,143.0,4.0,1.0
41,78.492,145.0,1.0,1.0
42,79.143,144.0,2.0,1.0
43,79.453,143.0,1.0,1.0
44,79.67,141.6,5.0,2.0
45,81.654,141.0,2.0,1.0
46,83.855,144.0,2.0,1.0
47,84.196,147.0,5.0,1.0
48,85.25,147.0,1.0,1.0
49,86.707,145.0,2.0,1.0
50,86.831,146.0,2.0,1.0
51,87.854,145.33333333333334,3.0,2.0
52,88.412,142.4,5.0,2.0
53,92.473,141.0,3.0,1.0
54,93.744,144.0,3.0,2.0
55,94.612,144.0,4.0,1.0
56,95.418,143.0,4.0,1.0
57,97.495,142.0,2.0,1.0
58,98.146,144.0,1.0,1.0
59,101.959,146.0,1.0,1.0
60,102.455,142.5,4.0,2.0
61,103.788,144.0,1.0,1.0
62,105.09,145.0,1.0,1.0
63,106.764,148.0,3.0,1.0
64,107.167,147.75,4.0,2.0
65,107.694,149.0,1.0,1.0
66,112.344,149.0,4.0,1.0
67,116.033,150.0,1.0,1.0
68,118.513,150.0,1.0,1.0
69,118.73,149.5,4.0,2.0
70,118.947,146.0,5.0,3.0
71,120.001,143.0,5.0,1.0
72,124.062,151.0,2.0,1.0
73,124.31,146.2,5.0,2.0
74,124.651,143.0,4.0,2.0
75,126.232,145.8,5.0,2.0
76,127.348,146.0,1.0,1.0
77,128.619,142.0,2.0,1.0
78,130.2,142.0,2.0,1.0
79,132.153,141.0,2.0,1.0
80,132.339,141.0,1.0,1.0
81,133.083,144.0,2.0,1.0
82,134.137,144.5,2.0,2.0
83,134.199,148.0,2.0,1.0
84,141.298,145.0,3.0,1.0
85,141.825,144.0,5.0,1.0
86,143.716,146.0,1.0,1.0
87,145.204,144.0,1.0,1.0
88,147.932,143.4,5.0,2.0
89,148.707,143.0,3.0,1.0
90,150.815,143.0,4.0,1.0
91,151.094,144.0,2.0,1.0
92,151.869,143.0,2.0,2.0
93,153.698,143.0,1.0,1.0
94,155.093,146.0,3.0,1.0
95,157.79,148.0,1.0,1.0
96,158.658,148.0,2.0,1.0
97,160.053,151.0,2.0,1.0
98,160.239,151.0,1.0,1.0
99,160.425,148.5,2.0,2.0
100,160.983,147.0,4.0,1.0
101,166.904,151.0,2.0,1.0
102,167.276,151.0,4.0,1.0
103,169.57,151.0,3.0,1.0
104,170.81,150.0,1.0,1.0
105,172.825,150.0,2.0,1.0
106,172.949,149.66666666666666,3.0,2.0
107,173.91,149.0,4.0,1.0
108,174.375,149.0,3.0,1.0
109,174.685,149.0,5.0,1.0
110,175.646,149.0,3.0,2.0
111,177.661,150.0,2.0,1.0
112,178.219,149.6,5.0,2.0
113,181.66,147.33333333333334,3.0,2.0
114,183.334,146.0,4.0,1.0
115,184.233,145.0,2.0,1.0
116,184.264,146.0,2.0,1.0
117,185.318,144.0,4.0,1.0
118,186.868,144.0,1.0,1.0
119,187.302,144.0,1.0,1.0
120,191.177,145.66666666666666,3.0,2.0
121,192.045,142.33333333333334,3.0,2.0
122,193.44,146.0,2.0,1.0
123,193.812,142.0,1.0,1.0
124,194.401,139.0,1.0,1.0
125,195.579,144.0,1.0,1.0
126,196.788,138.0,1.0,1.0
127,197.625,140.4,10.0,4.0
128,200.601,142.0,1.0,1.0
129,201.252,144.0,2.0,1.0
130,202.244,142.0,2.0,1.0
131,202.368,144.0,1.0,1.0
132,202.43,140.0,1.0,1.0
133,202.957,142.0,2.0,1.0
134,205.065,138.0,1.0,1.0
135,209.529,138.0,3.0,1.0
136,210.335,138.0,1.0,1.0
137,211.296,139.5,2.0,2.0
138,212.102,140.0,3.0,1.0
139,212.443,141.0,3.0,1.0
140,214.985,139.0,1.0,1.0
141,215.326,140.0,1.0,1.0
142,216.783,139.0,2.0,1.0
143,218.488,134.0,1.0,1.0
144,219.046,139.0,3.0,2.0
145,219.852,140.0,2.0,2.0
146,221.402,139.0,2.0,1.0
147,221.65,139.0,2.0,1.0
148,222.735,140.0,1.0,1.0
149,222.766,140.0,3.0,1.0
150,224.936,141.0,2.0,2.0
151,229.121,141.0,1.0,1.0
152,229.307,139.0,3.0,1.0
153,229.493,142.16666666666666,6.0,3.0
154,230.33,142.0,1.0,1.0
155,230.547,142.0,4.0,1.0
156,234.856,151.0,3.0,1.0
157,236.437,151.0,4.0,1.0
158,239.692,150.2,5.0,2.0
159,241.056,149.0,2.0,1.0
160,242.885,148.33333333333334,3.0,2.0
161,243.133,148.0,1.0,1.0
162,246.14,149.0,3.0,2.0
163,253.208,149.0,5.0,1.0
164,253.58,150.0,1.0,1.0
165,254.138,150.0,1.0,1.0
166,254.975,149.0,1.0,1.0
167,255.068,148.0,2.0,1.0
168,255.44,144.6,5.0,3.0
169,255.843,143.0,5.0,2.0
170,256.246,144.0,1.0,1.0
171,256.401,144.0,2.0,1.0
172,259.625,144.5,4.0,2.0
173,261.082,146.2,5.0,2.0
174,262.229,141.0,1.0,1.0
175,262.291,141.25,4.0,2.0
176,263.624,143.0,4.0,2.0
177,264.43,141.0,3.0,1.0
178,264.802,141.0,1.0,1.0
179,265.391,146.0,2.0,1.0
180,266.352,146.0,3.0,1.0
181,269.762,149.0,4.0,1.0
182,271.219,148.0,4.0,1.0
183,272.087,148.0,1.0,1.0
184,273.358,148.0,2.0,1.0
185,278.69,149.0,3.0,1.0
186,284.735,151.0,3.0,1.0
187,284.859,150.0,4.0,1.0
188,285.851,150.0,2.0,1.0
189,286.688,149.0,2.0,1.0
190,286.998,148.6,5.0,2.0
191,287.804,146.0,4.0,1.0
192,288.207,144.0,3.0,1.0
193,288.889,143.0,3.0,1.0
194,289.447,143.8,5.0,2.0
195,290.904,143.0,3.0,1.0
196,291.431,143.0,1.0,1.0
197,292.051,146.0,2.0,1.0
198,298.871,149.0,1.0,1.0
199,300.514,145.4,5.0,2.0
200,300.886,142.5,4.0,2.0
201,302.87,144.0,2.0,1.0
202,304.792,144.0,2.0,1.0
203,306.311,144.0,1.0,1.0
204,306.559,142.0,2.0,1.0
205,307.148,143.0,4.0,1.0
206,307.365,142.0,4.0,1.0
207,308.264,143.0,4.0,1.0
208,309.411,143.25,4.0,2.0
209,313.255,147.0,1.0,1.0
210,314.061,147.0,1.0,1.0
211,314.526,143.0,2.0,1.0
212,315.58,144.0,2.0,1.0
213,317.037,143.0,2.0,1.0
214,317.533,142.0,3.0,1.0
215,317.719,146.0,2.0,1.0
216,320.075,137.5,4.0,2.0
217,322.772,140.42857142857142,7.0,4.0
