,Time,Weighted_Price,Total_Size,Order_Number
0,10.013,204.66666666666666,3.0,2.0
1,10.261,206.0,2.0,1.0
2,13.702,207.5,4.0,2.0
3,14.353,215.0,2.0,1.0
4,15.376,204.25,4.0,2.0
5,16.926,215.0,1.0,1.0
6,17.732,215.0,1.0,1.0
7,19.158,217.0,4.0,1.0
8,20.181,217.0,3.0,1.0
9,25.544,217.0,4.0,1.0
10,27.683,218.0,1.0,1.0
11,29.698,218.0,2.0,1.0
12,36.456,217.0,5.0,1.0
13,37.231,215.0,5.0,3.0
14,39.277,217.75,4.0,2.0
15,39.494,215.0,4.0,1.0
16,41.168,214.0,4.0,1.0
17,41.881,211.0,4.0,1.0
18,44.733,218.0,3.0,1.0
19,44.981,213.25,4.0,3.0
20,48.825,213.0,5.0,1.0
21,49.166,211.0,1.0,1.0
22,49.538,218.0,6.0,2.0
23,51.801,216.0,1.0,1.0
24,52.204,215.0,1.0,1.0
25,58.59,210.8,5.0,2.0
26,59.613,214.0,3.0,1.0
27,60.109,210.0,2.0,1.0
28,64.108,215.0,1.0,1.0
29,64.449,211.25,4.0,3.0
30,64.635,207.0,1.0,1.0
31,66.898,214.0,1.0,1.0
32,69.533,203.0,2.0,1.0
33,70.184,206.5,2.0,2.0
34,70.711,209.0,1.0,1.0
35,72.323,208.0,3.0,1.0
36,72.664,209.0,3.0,1.0
37,73.346,210.5,2.0,2.0
38,73.501,211.0,4.0,2.0
39,75.733,208.25,4.0,2.0
40,79.608,211.0,3.0,1.0
41,81.127,211.0,3.0,1.0
42,81.654,205.0,1.0,1.0
43,82.398,202.0,1.0,1.0
44,82.801,211.66666666666666,3.0,2.0
45,82.987,210.0,3.0,1.0
46,83.049,212.0,1.0,1.0
47,83.359,211.0,1.0,1.0
48,85.064,215.0,4.0,1.0
49,88.753,217.6,5.0,2.0
50,89.218,217.0,2.0,1.0
51,94.302,216.66666666666666,3.0,2.0
52,95.573,214.25,4.0,4.0
53,96.689,210.0,1.0,1.0
54,97.464,210.0,3.0,1.0
55,98.828,210.0,1.0,1.0
56,101.556,212.0,2.0,1.0
57,104.78,213.5,4.0,2.0
58,107.632,213.0,2.0,1.0
59,111.507,220.0,2.0,1.0
60,112.468,220.0,2.0,1.0
61,113.026,216.0,3.0,1.0
62,113.429,216.0,3.0,1.0
63,113.708,215.0,2.0,1.0
64,113.987,214.0,2.0,1.0
65,114.018,214.0,4.0,1.0
66,114.173,214.0,1.0,1.0
67,114.483,213.4,5.0,3.0
68,116.064,211.0,2.0,1.0
69,116.529,210.0,1.0,1.0
70,119.257,209.0,1.0,1.0
71,120.404,210.0,3.0,1.0
72,122.047,208.0,1.0,1.0
